place_id,zipcode,place_type,place_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJyzV2dYcD9YgRCKYoWx7-pm8,30320,library,Atlanta Central Library,33.7574437,-84.3884133,http://www.afpls.org/,"One Margaret Mitchell Square NW, Atlanta, GA 30303",https://maps.google.com/?cid=8045397190675834376,(404) 730-1700
ChIJc4T4D5N09YgRGLrhSuUhF5A,30320,point_of_interest,North Fulton Community Charities,34.0533401,-84.3356383,http://nfcchelp.org/,"11270 Elkins Rd, Roswell, GA 30076, USA",https://maps.google.com/?cid=10382804734613502488,(770) 640-0399
ChIJ8-x8cGYG9YgRFHCVvKLextA,30320,school,Briar Vista Elementary School,33.8100543,-84.3381617,http://www.briarvistaes.dekalb.k12.ga.us/,"1131 Briar Vista Terrace NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=15043956395807698964,(678) 874-5902
ChIJa0wZPeMC9YgRYtLUjeGWMj8,30320,point_of_interest,Atlanta Technical College,33.71177,-84.407793,http://www.atlantatech.edu/,"1560 Metropolitan Pkwy SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=4553868068716335714,(404) 225-4461
ChIJEX_yD_289YgRJAkRLMLePGw,30320,university,Gwinnett Technical College,33.9638887,-84.0676149,http://www.gwinnetttech.edu/,"5150 Sugarloaf Pkwy, Lawrenceville, GA 30043, USA",https://maps.google.com/?cid=7799353580243192100,(770) 962-7580
ChIJkbOyyK909YgRtrXVpkKgFoo,30320,point_of_interest,English for Internationals,34.0324133,-84.344758,http://www.eng4intl.com/,"575 Colonial Park Dr, Roswell, GA 30075, USA",https://maps.google.com/?cid=9950316634848998838,(770) 587-9640
ChIJyWKKNFAE9YgRG5bgDcu0QuQ,30320,point_of_interest,TALK Atlanta Midtown Center,33.794399,-84.3868771,http://www.talk.edu/english-schools/language-school-atlanta/,"1447 Peachtree St NE #100, Atlanta, GA 30309, USA",https://maps.google.com/?cid=16447907573314655771,(404) 249-9466
ChIJn07kuSj69IgRtctQr8fghG0,30320,point_of_interest,ESL Adult Education Class,33.5242132,-84.3589154,http://www.clayton.k12.ga.us/departments/instruction/adulteducation/,"137 Spring St, Jonesboro, GA 30236, USA",https://maps.google.com/?cid=7891679595304373173,(770) 515-7610
ChIJyWKKNFAE9YgRG5bgDcu0QuQ,30320,point_of_interest,TALK Atlanta Midtown Center,33.794399,-84.3868771,http://www.talk.edu/english-schools/language-school-atlanta/,"1447 Peachtree St NE #100, Atlanta, GA 30309, USA",https://maps.google.com/?cid=16447907573314655771,(404) 249-9466
ChIJ0ZflwmAE9YgROcdnqCkvBUs,30320,university,Language Institute,33.7783759,-84.3922681,,"Atlanta, GA 30313, USA",https://maps.google.com/?cid=5405778783693686585,
ChIJGxGEj1QR9YgRNrnNCWNdrDc,30320,university,ELS Language Centers - Atlanta,33.7760832,-84.2930696,http://www.els.edu/atlanta,"250 E Ponce de Leon Ave #400, Decatur, GA 30030, USA",https://maps.google.com/?cid=4011684048027892022,(404) 836-8670
ChIJ_XZkiNkJ9YgRFO3Zhus9yK0,30320,point_of_interest,Atlanta English Institute,33.8935803,-84.265531,http://www.atlei.com/,"4000 Dekalb Technology Pkwy #550, Atlanta, GA 30340, USA",https://maps.google.com/?cid=12522326845692701972,(770) 455-9226
ChIJ_XZkiNkJ9YgRFO3Zhus9yK0,30324,point_of_interest,Atlanta English Institute,33.8935803,-84.265531,http://www.atlei.com/,"4000 Dekalb Technology Pkwy #550, Atlanta, GA 30340, USA",https://maps.google.com/?cid=12522326845692701972,(770) 455-9226
ChIJj-B_S5c09IgRZR3fyKN2Hng,30324,point_of_interest,Georgia Piedmont Technical College,33.7898881,-84.2344736,http://www.gptc.edu/,"495 N Indian Creek Dr, Clarkston, GA 30021, USA",https://maps.google.com/?cid=8655485979674484069,(404) 297-9522
ChIJ8-x8cGYG9YgRFHCVvKLextA,30324,school,Briar Vista Elementary School,33.8100543,-84.3381617,http://www.briarvistaes.dekalb.k12.ga.us/,"1131 Briar Vista Terrace NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=15043956395807698964,(678) 874-5902
ChIJGxGEj1QR9YgRNrnNCWNdrDc,30324,university,ELS Language Centers - Atlanta,33.7760832,-84.2930696,http://www.els.edu/atlanta,"250 E Ponce de Leon Ave #400, Decatur, GA 30030, USA",https://maps.google.com/?cid=4011684048027892022,(404) 836-8670
ChIJyWKKNFAE9YgRG5bgDcu0QuQ,30324,point_of_interest,TALK Atlanta Midtown Center,33.794399,-84.3868771,http://www.talk.edu/english-schools/language-school-atlanta/,"1447 Peachtree St NE #100, Atlanta, GA 30309, USA",https://maps.google.com/?cid=16447907573314655771,(404) 249-9466
ChIJEX_yD_289YgRJAkRLMLePGw,30324,university,Gwinnett Technical College,33.9638887,-84.0676149,http://www.gwinnetttech.edu/,"5150 Sugarloaf Pkwy, Lawrenceville, GA 30043, USA",https://maps.google.com/?cid=7799353580243192100,(770) 962-7580
